Question,A,B,C,D,Explanation,Answer
"For the following disorders, select the serum concentrations (mEq/L) of sodium (Na+) and potassium (K+) with which it is most likely to be associated in a dehydrated patient.A 1-year-old girl has had since about 3 months of age repeated episodes of hypoglycemic seizures and bouts of lactacidosis. She has a protuberant abdomen due to her massive hepatomegaly, a doll-like facies, thin extremities, and is short for her age. Upon drawing her blood, you are struck by the ""milky"" appearance.","Na+ 118, K+ 7.5","Na+ 125, K+ 3.0","Na+ 134, K+ 6.0","Na+ 144, K+ 2.9","Patients with a deficiency of glucose-6-phosphatase (von Gierke disease) are, as a rule, hyperlipidemic. Increased triglyceride concentration in the serum decreases the volume of the aqueous compartment. Because electrolytes are present only in the aqueous compartment of the serum but are expressed in milliequivalents per liter of serum as a whole, the concentrations of sodium and potassium can be factitiously low in these patients.",B
Which one of the following is the best drug of choice for treatment of bacterial vaginosis during pregnancy,Clindamycin,Metronidazole,Erythromycin,Rovamycin,"Although no drug is considered absolutely safe in the first trimester , there is a relative safety of usage of class 'B' drugs in pregnancy. Metronidazole comes under that class where the drug is safe in animal studies and also in most human studies. If given a choice, its prudent to use an absolute safe agent like betadine vaginal pessary which will buy time till the patient is in the second trimester for safe usage of category B or even C category drugs.",B
Increased acidosis and hypoxaemia is seen in :,Normal Doppler wave form,Increased fetal diastolic flow in the middle cerebral aery with absent diastolic flow in the aoa,Presence of the 'notch' in the uterine aery,Absent umbilical aery,Increased fetal diastolic flow in the middle cerebral aery with absent diastolic flow in the aoa,B
A poverty – stricken mother suffering from active tuberculosis delivers a baby. Which one of the following advice's would be the most appropriate in her case :,Breast feeding and BCG immunization,Breast feeding and isoniazid administration,Expressed breast milk and BCG immunization,Stop feeds and isoniazid administration,The best answer would have been --> Breast feeding + INH + BCG vaccination.,B
"In contrast to AUB - O, AUB - E is",More responsive to cyclic oral progestins.,Relatively unresponsive to progestins.,Responds to short duration treatment with MPA.,Less responsive to combined OCPs.,AUB - E (endometrial) is relatively unresponsive to cyclic oral progestins.,B
All the following hormones are secreted by placenta except:,hCG,TRH,ACTH,Insulin,Protein hormones produced by human placentaHuman chorionic gonadotropinPlacental lactogenACTHGnRHThyrotropin Growth hormone releasing hormoneGrowth hormone variantNeuropeptide YParathyroid hormone releasing proteinInhibinActivinRelaxin(Ref: William's Obstetrics; 25th edition),D
OCP's are a risk factor for development of all EXCEPT: March 2013,DVT,Pulmonary embolism,Ectopic pregnancy,Breast cancer,"Ans. C i.e. Ectopic pregnancy OCP reduces the incidence of ectopic pregnancy because of suppression of ovulation, and reduction in PID",C
False statement about treatment of Carcinoma Cervix:,Radiotherapy is helpful in all stages,Prognosis of surgery is good if done in early stages,"When radiotherapy is given, para-aoic Lymph Nodes should be included",Chemotherapy is reserved for late stages,Management of Cervical Cancer Stage Ia1: Cone biopsy or Type I Hysterectomy Stage Ia2: Type II Hysterectomy and Pelvic lymphadenectomy Stage Ib1: Type III Hysterectomy and Pelvic lymphadenectomy Stage Ib2 and IIa: Type III Hysterectomy with Pelvic and Para aoic lymphadenectomy Stage IIb onwards: Primary Chemoradiation Radiotherapy can be used to treat all stages of cervical cancer Chemotherapy is used in late stages Reference : Textbook of Gynaecology; Sheila balakrishnan; 2nd edition; Pg no: 263,C
Which of the following is true regarding storage of expressed breast milk (EBM)?,EBM can be stored at room temperature for about 6 hours and 24 hours in refrigerator,EBM can be stored at room temperature for about 24 hours and 6 days in refrigerator,EBM can be stored at room temperature for about 18 hours and 1 month in refrigerator,EBM can be stored at room temperature for about 6 hours and 6 days in refrigerator,"Storage of EBM: as per OP Ghai Room temperature 6-8 hours Refrigerator 24 hours Deep Freezer (-20degC) 3 months As per CDC, USA",A
"An 6 cm simple ovarian cyst was identified in late pregnancy, what would be the best management ?:",Emergency laparotomy,Removal after after 6 weeks of puerperium,Removal early in the puerperium,Conservative as most tumors would subside,"Treatment of ovarian tumour in pregnancy depending on time of pregnancy: During pregnancy In an uncomplicated case, the best time of elective operation is b/w 14-18wks as chances of aboion are less and access to the pedicle is easy. But if the tumour is diagnosed beyond 36 weeks, tumour is removed early in puerperium. During labour If the tumour is above the presenting pa watchful expectancy is followed but if its impacted in pelvis, caesarian section should be done followed by removal of tumour in same setting. During puerperium The tumour should be removed as early in puerperium as possible because the longer is the wait for the surgery, there is more chance of having the tumor undergo a torsion",C
Abnormalities of copper metabolism are implicated in the pathogenesis of all the following ExceptEXPL,Wilson's disease,Menkes Kinky-hair syndrome,Indian childhood cirrhosis,Keshan disease,"(Refer: Nelson's Textbook of Pediatrics, SAE, 1st edition, pg no. 344)",D
The indication for amnioinfusion is :,Oligohydramnios,Suspected Renal anomalies,To facilitate labour,Fetal distress,Amnioinfusion with warm saline can be performed in the presence of variable decelerations due to cord compression in oligohydramnios. The role of amnioinfusion in cases of meconium-stained amniotic fluid is not clear. It is routinely used to dilute the meconium and reduce the chance of meconium aspiration syndrome. (refer pgno:526 Sheila 2 nd edition),A
The most common manifestation of congenital toxoplasmosis,Deafness,Chorioretinitis,Hepatosplenomegaly,Thrombocytopenia,"*Congenital toxoplasmosis is caused by toxoplasma gondi .The transmissibility increases but the risk of feral disease decreases with advancing pregnancy * The classical triad of toxoplasmosis includes intracranial calcification, hydrocephalus and chorioretinitis. Diagnosis is confirmed by demonstrating IgM in serum of the baby Image : Severe, active retinochoroiditis. Reference : Ghai essential pediatrics, 9 th edition, pgno :264",B
A child with repeated skin infections presents with a liver abscess. The possible organism is -,S.Mileri,B.Fragilis,S.Aureus,S.Agalactiae,"Ans. is 'c' i.e., S. Aureus -Liver abscess in children]Liver abscess in childreno Pyogenic liver abscess is more common in children followed by amoebic and fungalo It mainly occurs by hematogenous disseminationo Staphylococcus aureus is the most common organismo ""Skin infections are common in children.These provide a source of bacteremia and inoculation of infection in liver. Significant co-relations have been documented between pyogenic liver abscesses and skin infections in some large series of children with liver abscesses. Predominant organism is Staphylococcus aureus. Chromobacterium violaceum sepsis in tropics and subtropics can present as skin and liver infection.""",C
Commonest genetic defect causing gonadal failure with primary amenorrhea,Kallman syndrome,Abnormal X chromosome,21-hydroxylase deficiency,Turner syndrome,"Ans. d (Turner syndrome) (Ref. Shaw's Text book of Gynaecology 14th/ 97).Primary amenorrhea is defined as failure to menstruate by the age of 15in presence of normal secondary sexual development or withi 5 yrs after breast development, that occurs before age 10. The most common cause of primary amenorrhea is chromosomal abnormalities causing gonadal dysgenesis (45%), such as Turner's syndrome.Chromosomal syndromes1) Turner's syndrome# Commonest genetic defect causing gonadal failure with primary amenorrhea# 45X0# Streak gonads# Female genitalia with sexual infantilism# Short stature# Webbed neck# Primary amenorrhoea# Coarctation of the aorta and other variable physical features2) Klinefelter's syndrome# 47XXY# Dysgenesis of the seminiferous tubules# Male genitalia with small firm testicles# Tall stature# Gynecomastia# Learning/emotional difficulties3) True hermaphroditism# 46XX or 46XY or mosaic, ovaries, testes or ovotestes# Ambiguous or male genitalia with phallus# Bifid scrotum and hypospadias4) Mixed gonadal dysgenesis# Mosaic 45XO/46XY, streak gonads with ambiguous or female genitalia with mixed internal organ# Gonadectomy because of cancer risk and virilization5) Pure gonadal dysgenesis# 46 XY or 46XX, streak gonads with female genitalia.# 46XY is associated with clitoral hypertrophy, primary amenorrhoea, failure of sexual development and risk of gonadal cancer.# 46XX - no clitoral hypertrophy and no gonadal cancer risk6) 46XX males# Undescended testes with male/ambiguous genitalia# Short stature# Hypospadias.",D
A 55 year old lady presenting to out patient depament with postmenopausal bleeding for 3 months has a 1 x 1 cm nodule on the anterior lip of cervix. Which of the following is the most appropriate investigation to be done subsequently in this care?,Pap smear,Punch biopsy,Colposcopy,Endocervical curettage,"Most appropriate investigation which can be done in the OPD in this patient who has a visible 1 x 1 cm nodule on the anterior lip of cervix is puch biopsy. For non-visible lesions coloposcopy allows accurate delineation of suspicious areas for tissue biopsy. Ref: Shaw's Textbook of Gynaecology, 13th Edition, Page 384",B
A patient comes with 6 weeks amenorrhoea and features of shock-,Ectopic pregnancy,H. Mole,Twin pregnancy,None of the above,"Ans. is 'a' i.e., Ectopic pregnancy Clinical features of ectopic pregnancyo Classical triad is abdominal pain (100%), amenorrhea (75%) & vaginal bleeding (70%).o Amenorrhea usually of short period (6-8 weeks)o Abdominal pain it is acute, agonising & colicky. Located in lower abdomen: unilateral, bilateral or may be generalised.Sometimes the pain may also be referred to shoulder,o Vaginal bleeding may be slight & continuous,o Vomiting & fainting attack.Signso General look (diagnostic)- Patient is quite & conscious, perspires & looks blanched,o Pallor - Severe & proportionate to the amount of internal haemorrhageo Features of shock - Rapid & feeble pulse, hypotension cold & clammy extremities.o Abdominal examination (lower abdomen) - tense, tumid, tender. No mass felt. Shifting dullness present. Muscle guard is usually absento Pelvic examination - Less informative. Vaginal mucosa is blanched white uterus may b normal in size or bulky. Extreme tenderness on fornix palpation or on cervical movements. The uterus floats as if in the water.",A
"A 15 month old child can do all of the following, EXCEPT:",Feeds himself with spoon,Says three words,Builds tower of 2 blocks,Creeps upstairs,"By 15 months babies learns to feed himself with spoon without spilling its contents, can say 3 words, creep upstairs. By 15 months they can built a tower of 3 blocks, they built tower of 2 blocks by 1 year. Language development: 10 months: Dada or mama 12 months: says one word other than mama or dada 13 months: 3 words 16 months: 6 words Motor development: 3 months: Lift head with good control 6 months: Sit independently 9 months: crawl 1 year : walk 18 months: runs Ref: Goldson E., Reynolds A. (2012). Chapter 3. Child Development & Behavior. In W.W. Hay, Jr., M.J. Levin, R.R. Deterding, J.J. Ross, J.M. Sondheimer (Eds), CURRENT Diagnosis & Treatment: Pediatrics, 21e",C
"A patient treated for infeility, was diagnosed with twin pregnancy at 6 weeks gestation. On her follow up USG at 12 weeks, there was a single developing live fetus. Fuher management is?",Advice MTP as the second twin is at increased risk of aboing,Continue pregnancy like a normal singleton pregnancy,Watch for coagulation defect in mother,Chorionic villous sampling,"This is a case of vanishing twin. This may occur in upto 1 out of 8 twin pregnancies. When a twin dies in the first trimester it has no significant effect on the mother or the surviving fetus. The pregnancy should therefore be continued as a normal singleton pregnancy. In a slightly more advanced gestation, fetal death may also go unnoticed until delivery and may be compressed appreciably- fetus compressus , or may be flattened remarkably -fetus papyraceus.",B
All are true about puerperal sepsis except:,Temperature > 380C (100.4oF),Caesarean section has no increased risk for sepsis,Group A beta-hemolytic streptococcus is one of common causative organism,Instrument delivery increases risk,Ans.(b) Caesarean section has no increased risk for sepsis Puerperal pyrexia -- is defined as a rise of temperature reaching 100.4deg F (38deg C) or more (measured orally) on 2 separate occasions at 24 hours apa (excluding first 24 hours) within first 10 days following delivery.Any infection of genital tract which occurs as a complication of delivery is called as Puerperal sepsis.Most common site of Puerperal infection -- Placental site.Most common manifestation of Puerperal infection -- Endometritis.Most common cause of Puerperal sepsis -- Streptococcus.Most common route of infection -- Direct spread.Caesarean section is easily the most common identifiable risk factor for development of puerperal infection.,B
Lecithin-Sphingomyelin ratio is used for,Lung maturity,Age of infant,Kidney maturity,Brain maturity,"Lecithin- Spingomyelin ratio is used for lung maturity. The results of this test are given as a ratio of lecithin to sphingomyelin. The range of results are: A ratio of less than 1.5:1. This means that your baby&;s lungs are immature. If born now, your baby may have breathing problems. A ratio between 1.5:1 and 1.9:1. This means that your baby may be at risk for immature lungs and breathing problems. A ratio of more than 2:1. This means that your baby has mature lungs. He or she is ready for life outside the uterus. Reference: GHAI Essential pediatrics, 8th edition",A
False about bacterial vaginosis :,Itching,Grey discharge,Clue cells found,Fishy odour discharge,"White milky,non viscous discharge adherant to vaginal wall ph >4.5 fish odour when mixed with 10%KOH clue cells present minimal vulval irritation seen SHAW'S TEXTBOOK OF GYNAECOLOGY,Pg no:131,15th edition",B
Time taken for capacitation is:,2 hrs,3 hrs,5 hrs,7 hrs,"Ans. is d, i.e. 7 hrsProcessTime taken* Liquefaction time* 20-30 minutes* Time taken by sperms to reach fallopian tube* 2 minutes* Capacitation time* 7 hours",D
Daily dose of folic acid for women of child bearing age is?,400 micro gm,40 micro gm,0.5 mg,0.4 mg,"0.4 mg REF: Novak's gynecology 13th edition - page 85 ""The Centers for Disease Control and Prevention has recommended that women of reproductive age who are capable of becoming pregnant take supplemental folic acid (0.4 mg daily) to help prevent neural tube defects in their infants""",D
Moschcowitz repair is done for,Vault prolapse,Enterocoele,Chronic inversion of uterus,Adenomyosis,"In Moschcowitz repair, several purse string sutures staing from below are used to obliterate the cul-de-sac of the pouch of Douglas. Care should be taken not to include the ureter in the stitch. Ref: Shaw's Textbook of Gynaecology,18th edition, p342.",B
True about tetanus are all EXCEPT?,Tetanus bacilli cannot spread through blood,Spread along the nerves,Requires oxygen,Incubation period is variable,"Option a True Tetanus bacillus is not an invasive organism Option b True Tetanus toxin binds at neuromuscular junction & enters motor nerve by endocytosis, after which it undergoes retrograde axonal transpo to cytoplasm of neuron Option c False Clostridium tetani, is a motile, Gram-positive, spore-forming obligate anaerobe Option d True The incubation period of tetanus is typically is 2-14 days but may be as long as months after the injury.",C
"All of the following statements concerning methods limiting family size, are true, except :",Women who do not breastfeed are much more likely to become pregnant than those who do,Globally the number of tubectomies far exceeds the number of vasectomies,The barrier methods (condoms and diaphragms) are perhaps the most effective at limiting family size,All anovulatory drugs are paicularly likely to cause effects in women over 35 years of age and women who smoke,The barrier methods (condoms and diaphragms) are perhaps the most effective at limiting family size,C
Which of the following will favour the diagnosis of RDS in newborn:,Receipt of antenatal steroids,Air bronchogram in chest X-ray,Manifests after 6 hrs,Occurs after term gestation,"b. Air bronchogram in chest X-ray(Ref: Nelson's 20/e p 850-857, Ghai 8/e p 169-170)Discussing about the options one by one,a.Receipt of antenatal steroidsNoAntenatal steroids protect against RDSb.Air bronchogram in chest X-rayYesAir bronchogram on Chest X-ray is a feature of RDSc.Manifests after 6 hrsNoRDS manifests soon after birth & not after 6 hoursd.Occurs after term gestationNoIt usually occurs in preterm neonates",B
"While performing a vaginal delivery for a nulliparous woman, after successful delivery of the baby and placenta, you observe that a perineal laceration has extended to involve the external anal sphincter. All are true regarding this except?",It could have been avoided had you practiced a routine episiotomy,Lack of proper perineal support could be the reason,Repair is done in the OT under anaesthesia by senior,Torn anal sphincter is sutured using end to end anastomosis,"Ans. A. It could have been avoided had you practiced a routine episiotomyPerineal injury during delivery can be prevented by proper perineal support, slow delivery of head in between contractions. Alternatively, if expulsive efforts are inadequate or expeditious delivery is needed, the modified Ritgen maneuver may be employed. With this, gloved fingers beneath a draped towel exert forward pressure on the fetal chin through the perineum just in front of the coccyx. Concurrently, the other hand presses superiorly against the occiput, this allows controlled fetal head delivery. It also favors neck extension so that the head passes through the introitus and over the perineum with its smallest diameters.American College of Obstetricians and Gynecologists has concluded that restricted use of episiotomy is preferred to routine use and episiotomy should be considered for indications such as shoulder dystocia, breech delivery, macrosomic fetuses, operative vaginal deliveries, persistent occiput posterior positions, and other instances in which failure to perform an episiotomy will result in significant perineal rupture.Repair of 3rd and 4th degree perineal tear is performed in OT under proper relaxation and anaesthesia, light and position by a senior obstetrician for best results. Torn anal sphincter is sutured using end to end anastomosis. Overlapping technique is an alternative method. Data based on randomized controlled trials do not support that this method yields superior anatomical or functional results compared with those of the traditional end-to-end method.",A
Leiden mutation involves:,Factor V,Factor VI,Protein C,Protein S,"a. Factor V(Ref: Nelson's 20/e p 2384-2389, Ghai 8/e p 350-352)Factor V Leiden: glutamine arginine substitution at amino acid residue 506 that renders factor V resistant to cleavage and inactivation by protein C (also called Activated Protein C resistance)",A
Which of the following indicate secondary failure to respond in a child with severe malnutrition?,Failure to regain appetite by day 4,Presence of edema on day 10,Failure to gain at least 5g/kg/day for 3 consecutive days during the rehabilitation phase,Failure to gain at least 5 g/kg/day by day 10,Primary failure to respond is indicated by- Failure to regain appetite by day 4 Failure to sta losing edema by day 4 Presence of edema on day 10 Failure to gain at least 5 g/kg/day by day 10 Secondary failure to respond is indicated by- Failure to gain at least 5g/kg/day for consecutive days during rehabilitation phase,C
Hypsarrhythmia in a child is due to –,Grandmal epilepsy,Petitmal epilepsy,Myoclonic epilepsy,Reflex epilepsy,"Myoclonic epilepsy may be

Infantile spasm or Infantile myoclonus or West syndrome
Juvenile myoclonic epilepsy

Infantile spasm (Infantile myoclonus or West syndrome) 

The onset is usually between 3-8 months of life
It is characterized by a triad of -

i) Salaam spells (sudden dropping of the head & flexion of arms)
ii) Mental retardation
iii) The hypsarrhythmic pattern of EEG (diffuse high voltage slow spike and chaotic activity)

The spasm occurs in clusters usually on waking.
Prognosis for normal mental development is poor.

Treatment of infantile myoclonus

ACTH and corticosteroids are given for 2-12 weeks, depending upon response.
Vigabatrin is the DOC Now.",C
Alpha-fetoprotein (AFP) is a glycoprotein normally produced by a developing fetus. Regarding Alpha Fetoprotein TRUE statement is:,Major source of late fetal life is yolk sac,Commonly elevated in Wilms tumor,Level increases after 20th week,Half-life 5-7 days,"This glycoprotein is synthesized early in gestation by the fetal yolk sac and later by the fetal gastrointestinal tract and liver. Its concentration increases steadily in both fetal serum and amniotic fluid until 13 weeks, after which, levels rapidly decrease. Conversely, AFP is found in steadily increasing quantities in maternal serum after 12 weeks. Half-life is 5-7 days. An elevated level of AFP suggests the presence of either primary liver cancer or a germ cell tumor of the ovary or testicle. Other conditions which cause elevated AFP are, gastric cancer, cirrhosis, hepatic necrosis, acute hepatitis, chronic active hepatitis, ataxia-telangiectasia, Wiskott-Aldrich syndrome. Ref: Cunningham F.G., Leveno K.J., Bloom S.L., Hauth J.C., Rouse D.J., Spong C.Y. (2010). Chapter 13. Prenatal Diagnosis and Fetal Therapy. In F.G. Cunningham, K.J. Leveno, S.L. Bloom, J.C. Hauth, D.J. Rouse, C.Y. Spong (Eds), Williams Obstetrics, 23e.",D
Normal development of a female with absent uterus and vagina indicates?,Turner's syndrome,Testicular feminizing syndrome,Mullerian agenesis,Gonadal digenesis,"ANSWER: (C) Mullerian agenesisREF: Shaw 13th ed p. 87MULLERIAN AGENESIS is a congenital malformation in women characterized by a failure of the mullerian ducts to develop, resulting in a missing uterus and fallopian tubes and variable malformations of the upper portion of the vagina.The condition is also called MRKH or Mayer-Rokitansky-Kiistner-Hauser Syndrome. A woman with this condition is hormonally normal; that is, she will enter puberty with development of secondary sexual characteristics in eluding thelarche and adrenarche (pubic hair). Her chromosome constellation will be 46XX. Ovaries are intact and ovulation usually occurs.",C
Most common delivery room emergency in newborns,Shock,Life threatening congenital malformations,Convulsions,Failure to initiate efficient respiration,"Ans. d (Failure to initiate efficient respiration) (Ref. Nelson textbook of paediatrics, p. 723)The most common delivery room emergency for neonates is secondary to failure to initiate and maintain effective respirations. Less frequently, but of major importance are shock, severe anemia, plethora, convulsions and management of life-threatening congenital malformation.Educational Points:# NEC is the most common life-threatening emergency of the gastrointestinal tract in the newborn period.# ABO incompatibility is the most common cause of hemolytic disease of the newborn.",D
Chlamydia can cause infeilty due to?,Slaphingitis,Endometritis,Oophritis,Cervicitis,Slaphingitis REF: Shaw 13th ed p. 209 Salphingitis due to chlamydia and gonnorrea are common causes of tubal block resulting in infeility,A
Which of the following condition is associated with polycystic ovaries?,Pheochromocytoma,Adrenal hyperplasia,Pancreatic overactivity,Thyroid hypofunction,"Women with Cushing syndrome, congenital adrenal hyperplasia, and androgen-secreting adrenal tumors also tend to have high circulating androgen levels and anovulation with polycystic ovaries. In this late-onset form of congenital adrenal hyperplasia (CAH), the enzyme deficiency leads to a relative coisol deficiency. In response, adrenocoicotropic hormone (ACTH) levels are increased to normalize coisol production. Adrenal hyperplasia and elevated androgens results as a consequence of this accommodation. Thus, symptoms of late-onset CAH reflect accumulation of precursor C19 steroid hormones. These precursors are conveed to dehydroepiandrosterone, androstenedione, and testosterone. Thus, signs of virilization predominate. Ref: Hoffman B.L., Schorge J.O., Schaffer J.I., Halvorson L.M., Bradshaw K.D., Cunningham F.G., Calver L.E. (2012). Chapter 17. Polycystic Ovarian Syndrome and Hyperandrogenism. In B.L. Hoffman, J.O. Schorge, J.I. Schaffer, L.M. Halvorson, K.D. Bradshaw, F.G. Cunningham, L.E. Calver (Eds), Williams Gynecology, 2e.",B
A 3 year old Child who has diurnal enuresis and soiling of clothes. Treatment required,Urethroplasty,Behaviour modification,Put catheter for 7 days,Circumcision at 10 years,"• In children with overactive bladder, urge incontinence, and dysfunctional voiding,
voiding at predetermined times aids in retraining the child to exercise voluntary bladder control.
• Behavioral modification has remained the mainstay of treatment for daytime wetting.
These measures focus on relearning and training the normal responses from the bladder and urethra.
• Bladder irritants such as caffeine should be eliminated from the diet.
• The child voids on waking, and subsequently at least every 2 h, during waking hours. As urgency improves, the interval between voids can be extended.
In children with infrequent voiding, in whom an elevated PVR volume is encountered, double voiding will both increase functional bladder capacity and decrease the risk of infection.",B
"A 7 year old girl presented with three episodes of massive hematemesis and melena. There is no history of jaundice. On examination, she had a large spleen, non-palpable liver and mild ascites. Poal vein was not visualized on ultrasonography. Liver function tests were normal and endoscopy revealed esophageal varices. The most likely diagnosis is:",Kala azar with poal hypeension,Poal hypeension of unknown etiology,Chronic liver disease with poal hypeension,Poal hypeension due to extrahepatic obstruction,"A patent poal vein suggests diagnosis of Intrahepatic poal HTN unless the clinical picture indicates post sinusoid cause. In this patient poal vein is not visualised. Diagnosis of poal hypeension is established by demonstrating the presence of poosystemic collateral and/or raised poal pressure. Ref: Kliegman, Behrman, Jenson, Stanton (2008), Chapter 363, ""Poal hypeension and varices"", In the book, ""NELSON TEXTBOOK OF PEDIATRICS"", Volume 2, 18th Edition, New Delhi, Page 1709; O P Ghai Essential Pediatrics, 6th Edition, Page 294.",D
Not a criteria of J.R.A (Juvenile Rheumatoid Ahritis),Age > 16 yrs,Ahritis > 3 wks,Ahritis > 6 months,1 or more joint involvement,. juvenile Rheumatoid ahritis : age should be below 16 yrs Ref : Ghai pediatrics eighth edition pg no 625,A
Vaccines that must be given before age of two years according to IAP are all of the following EXCEPT?,Varicella vaccine,MMR vaccine,Conjugated typhoid vaccine,Pneumococcal polysaccharide vaccine,"Vaccine Recommended age of vaccination (1st dose) a. Varicella vaccine 15 months b. MMR vaccine 9 months c. Conjugated typhoid vaccine 9 months d. Pneumococcal polysaccharide vaccine Beyond 2 yrs age - As polysaccharides stimulate B-cells independent of T-cells, the pneumococcal polysaccharide is poorly immunogenic at <2yrs age & immunological memory is low - Hence, it is recommended beyond 2yrs of age.",D
All are major criteria for Jones classification EXCEPT,Carditis,Arthritis,Erythema marginatum,Erythema multiformae,"(Erythema-multiformae): Ref: 377-G (380-Ghai 7th)JONES CRITERIA FOR RHEUMATIC FEVERMajor CriteriaMinor Criteria1. Carditis2. Arthritis3. Subcutaneous nodules4. Chorea5. Erythema marginatumEssential CriteriaEvidence for recent streptococcal infection as indicated by(a) Increased antistreptolysin 'O' titer(b) Positive throat culture(c) Recent scarlet fever Clinical(I) Fever(II) Arthralgia(III) Previous rheumatic heart disease Laboratory(I) Acute phase rectants reactants, leucytosis, |ESR and CRP(II) Prolonged PR interval in the ECG* Two major or one major and two minor criteria are required in the presence of essential criteria to diagnose acute rheumatic lever",D
Meconium contains all except -,Lanugo,Bacterial flora,Epithelial debris,Bilirubin,"Ans. is 'b' i.e., Bacterial floraMeconium contains -i) Intestinal epithelial cells iii) Mucus v) Bileii) Lanugo iv) Amniotic fluid vi) Water",B
"A female, 35 years, P3 L3 with CIN III on colposcopic biopsy what would you do?",LEEP,Conservative,Hysterectomy,Cryotherapy,"Histologically proven CIN III in colposcopy should be treated Surgically Excisional methods are preferable like Loop electrosurgical exicision (LEEP ), LLETZ Specimen is obtained for histopathology and hence no chance of missing invasive cancer Outpatient procedure and Low cost Reference : Textbook of Gynaecology; Sheila balakrishnan; 2nd edition; Pg no: 306",A
The following are related to face presentation except:,The commonest position is LMA,Engaging diameter is submentobregmatic,The diameter distending the vulval outlet is mentovertical,"During moulding, there is elongation of occipitofrontal diameter","Face presentation:

The attitude of the fetus shows complete flexion of the limbs with extension of the spine. There is complete extension of the head so that the occiput is in contact with the back.
The denominator is mentum.
The commonest position is left mentoanterior (LMA).
Face presentation present during pregnancy (primary) is rare, while that developing after the onset of labor (secondary) is common. It occurs more frequently seen in multiparae (70%), like other malpresentations.
Most common maternal cause is platypelloid pelvis and most common fetal cause is anencephaly.
The diameter of engagement is the oblique diameter—right in LMA, left in RMA.
The engaging diameter of the head is submento-bregmatic 9.5 cm (3 3/4”) in fully extended head or submentovertical  11.5 cm (4 1/2”) in partially extended head.
Engagement is delayed because of long distance between the mentum and biparietal plane (7 cm).
The head is born by flexion: (11.5 cm).
Vaginal delivery is possible in nentoanterior positions but not in persistent mentoposterior.
In mentoposterior during early stages of labor the policy of wait and watch should be adopted, in hope of mentoposterior getting converted to mentoanterior spontanelously. Persistent mentoposterior position is an indication for doing cesarean section.",C
Excessive eating of non nutritive substances is called-,PICA,Anorexia nervosa,Prune belly disease,Dyslexia,"Ans. is 'a' i.e., PICA o Pica involves repeated or chronic ingestion of non-nutritive substances, which includes plaster, charwal, clay, woo: ashes, patent & earth, o More common associated with autism :# Family disorganisation# Poor supervision# Psychologic Neglecto Geophagia (eating of earth) is associated with pregnancy and some culture.",A
Which is the longest diameter of fetal skull?,Biparietal,Bitemporal,Occipitomental,Mentoveical,"Mentoveical is the distance between the tip of the mentum or chin and the most distant point of the veex. It is the longest diameter of the fetal skull and is 14cm long. It is the diameter of engagement in a brow presentation. Diameters of fetal skull: Occipitofrontal: It follows a line extending from a point just above the root of the nose to the most prominent poion of the occipital bone. 11.5cm Biparietal: It is the greatest transverse diameter of the head, which extends from one parietal boss to the other. 9.5cm. Bitemporal: It is the greatest distance between the two temporal sutures. 8cm. Occipitomental: It extends from the chin to the most prominent poion of the occiput. 12.5cm. Suboccipitobregmatic: It follows a line drawn from the middle of the large fontanel to the undersurface of the occipital bone just where it joins the neck. 9.5cm. Ref: Clinical Obstretics (10Th Edn.) By S. Gopalan, page 66, Cunningham F.G., Leveno K.J., Bloom S.L., Hauth J.C., Rouse D.J., Spong C.Y. (2010). Chapter 4. Fetal Growth and Development. In F.G. Cunningham, K.J. Leveno, S.L. Bloom, J.C. Hauth, D.J. Rouse, C.Y. Spong (Eds), Williams Obstetrics, 23e.",D
"Among the surgeries of stress incontinence, the long-term success rate is maximum with",Burch's colposuspension,Stamey's repair,Kelly's stitch,Aldridge surgery,"Burch Colposuspension It corrects both stress urinary incontinence and cystocele Not suitable if vagina is narrowed or scarred by previous surgeries Surgery is performed by a low transverse suprapubic incision Procedure: Bladder, bladder neck and proximal urethra are dissected medially off the underlying paravaginal fascia and three or four pairs of non-absorbable or delayed absorbable sutures are inseed between the fascia and ipsilateral iliopectineal ligament This sutures elevates bladder neck and bladder base Disadvantages: Detrusor overactivity may occur denovo or maybe unmasked by the procedure Voiding difficulties may occur 85% success rate is balanced against development of enterocele and rectocele postoperatively It has been superseded by TVT Tape Ref: SHAW&;S TEXTBOOK OF GYNAECOLOGY; 15th edition; Pg no:194",A
Prophylaxis with Cotrimoxazole is recommended in the following situation EXCEPT:,All symptomatic HIV infected children > 5 years of age irrespective of CD4,All HIV exposed infants till HIV infection can be ruled out,All HIV infected infants less than 1 year age irrespective of symptoms or CD4 counts,Should be staed only after the diagnosis of HIV is confirmed,"Cotrimoxazole prophylaxis is recommended for infants, children & adolescents with HIV, irrespective of clinical and immune conditions. Dose: 150 mg/m2/day of TMP & 750 mg/m2/day of SMZ 3 days/wk. Benefits of Cotrimoxazole prophylaxis: prevention of AIDS-associated oppounistic diseases (Pneumocystis jirovecii pneumonia & toxoplasmosis), reduction of HIV-associated moality in people with low CD4 cell counts",D
